county_id,rate
01001,0.547243634664798
01003,0.422252766132912
01005,0.526719019344953
01007,0.571304095265757
01009,0.595331742858985
01011,0.458333333333333
01013,0.531788693234476
01015,0.538733268938871
01017,0.331395348837209
01019,0.40650406504065
01021,0.535132743362832
01023,0.5
01025,0.653243288310822
01027,0.678870543192151
01029,0.490566037735849
01031,0.493199458805099
01033,0.376425855513308
01035,0.5
01037,0.263005780346821
01039,0.45679012345679
01041,0.431034482758621
01043,0.569400520064657
01045,0.527690793593988
01047,0.460863204096562
01049,0.352348993288591
01051,0.560825013137152
01053,0.407114624505929
01055,0.401058201058201
01057,0.5
01059,0.540918163672655
01061,0.532999051361973
01063,0.477554918815664
01065,0.524663677130045
01067,0.526606904444021
01069,0.513733933581262
01071,0.616019294237116
01073,0.468496820551636
01075,0.566519391261659
01077,0.569545719078429
01079,0.583544164558354
01081,0.451377964225369
01083,0.32510885341074
01085,0.384615384615385
01087,0.440492476060192
01089,0.539028740272762
01091,0.561786888416167
01093,0.455621301775148
01095,0.554432673543351
01097,0.477963568576089
01099,0.521472392638037
01101,0.470933538225125
01103,0.554781315412581
01105,0.537960954446855
01107,0.422535211267606
01109,0.325842696629214
01111,0.420634920634921
01113,0.38132183908046
01115,0.548909076161895
01117,0.57886237523407
01119,0.642857142857143
01121,0.540750323415265
01123,0.420353982300885
01125,0.49138399441124
01127,0.574697711601879
01129,0.651685393258427
01131,0.64367816091954
01133,0.5
02020,0.384042425615265
02090,0.237313432835821
02110,0.387726814516129
02122,0.369229070024299
02130,0.4375
02150,0.185185185185185
02170,0.364235681911825
02220,0.357142857142857
04001,0.3925
04003,0.45936332918371
04005,0.450931029992621
04007,0.46609470384425
04009,0.44584013050571
04011,0.463450292397661
04012,0.37013364323068
04013,0.394320735201455
04015,0.418446482846979
04017,0.413540353089533
04019,0.433480983124743
04021,0.354757398002211
04023,0.303650665590964
04025,0.498738386593352
04027,0.319791341138008
05001,0.341085271317829
05003,0.513711414213927
05005,0.431372549019608
05007,0.476340474166167
05009,0.541697538486869
05011,0.434880803011292
05013,0.4
05015,0.502062975027144
05017,0.431532846715328
05019,0.488875435144544
05021,0.525482344375683
05023,0.549327127390469
05025,0.581567796610169
05027,0.233333333333333
05029,0.516483516483517
05031,0.477428277598496
05033,0.506342436160195
05035,0.451136112949482
05037,0.465760772394064
05039,0.493560257589696
05041,0.447701326751003
05043,0.46313272220008
05045,0.495820196118134
05047,0.524770985230884
05049,0.558566433566434
05051,0.394279604383855
05053,0.50968382718093
05055,0.376590330788804
05057,0.418604651162791
05059,0.516651418115279
05061,0.494225721784777
05063,0.531655356069066
05065,0.439640651319483
05067,0.477492340325242
05069,0.459035827186512
05071,0.46218836565097
05073,0.422946655376799
05075,0.508165019338204
05077,0.317073170731707
05079,0.444444444444444
05081,0.478066914498141
05083,0.466292134831461
05085,0.486328212982567
05087,0.505843756407628
05089,0.497146770143803
05091,0.36480686695279
05093,0.414378096917779
05095,0.25
05097,0.483181499649615
05099,0.28
05101,0.422222222222222
05103,0.4
05105,0.465343415248897
05107,0.34020618556701
05109,0.419753086419753
05111,0.41025641025641
05113,0.424242424242424
05115,0.498725196763108
05117,0.25
05119,0.490837926218334
05121,0.537470328925059
05123,0.425428719902997
05125,0.526178010471204
05127,0.43576017130621
05129,0.521739130434783
05131,0.480070420598025
05133,0.42057069846678
05135,0.508873720136519
05137,0.513453536754508
05139,0.376470588235294
05141,0.44047619047619
05143,0.442298440979955
05145,0.422700587084149
05147,0.360655737704918
05149,0.482708231855821
06001,0.42189116598911
06003,0.449760765550239
06005,0.539641243324661
06007,0.526625335374634
06009,0.497432210353328
06011,0.453527096578868
06013,0.487312320273465
06015,0.497652582159624
06017,0.541954340421615
06019,0.432741439448824
06021,0.513356739429095
06023,0.493245308392934
06025,0.308554374638365
06027,0.542529748788012
06029,0.39276817959004
06031,0.410528025995126
06033,0.106014898725605
06035,0.493552606989348
06037,0.402775716761847
06039,0.444814182225102
06041,0.541818875742871
06043,0.487583282858873
06045,0.0732877784153148
06047,0.395345347848557
06049,0.500927643784787
